index,Mode_1,Mode_2,T_Statistic,P_Value,Degrees_of_Freedom,Sample_Size,Mean_Diff,Kurtosis_Diff,Shapiro_P,Cohens_dz,Significant_Adj,Shapiro_Significant,metric,pos,level_0,Lang_1,Lang_2
9,SF2T,SM2T,0.26518538544317655,0.79,17.0,18.0,0.00992099903696389,8.04715869642509,2.2566491690307973e-05,0.06,False,True,mean,PRON,,en,en
10,SF2T,SM2T,1.2934912096210642,0.23,9.0,10.0,0.02345049660652876,-0.6715654667612192,0.9034169166007681,0.41,False,False,mean,PRON,,es,es
11,SF2T,SM2T,0.5730922243389451,0.58,12.0,13.0,0.012853149408235766,2.005361484871046,0.05071551346227213,0.16,False,False,mean,PRON,,fr,fr
12,T2T,S2T,-3.2871823309831534,<0.01,17.0,18.0,-0.14359491664077936,-0.16435483646233928,0.004959018337081205,-0.77,False,True,gini,PRON,,en,en
13,T2T,SF2T,1.458142642769127,0.16,17.0,18.0,0.048669111778393004,7.565660216667252,3.0368799013315163e-06,0.34,False,True,gini,PRON,,en,en
14,T2T,SM2T,1.2491211920314913,0.23,17.0,18.0,0.04058887254672264,9.47349738487904,5.932175252420734e-07,0.29,False,True,gini,PRON,,en,en
15,T2T,S2T,-0.22391072311578078,0.83,7.0,8.0,-0.012281702699371969,-0.274759815044197,0.6688147869929706,-0.08,False,False,gini,PRON,,es,es
16,T2T,SF2T,2.249278601607102,0.06,7.0,8.0,0.10309386163241954,-1.3511453331495928,0.13628263667765037,0.8,False,False,gini,PRON,,es,es
17,T2T,SM2T,0.698428127602924,0.51,7.0,8.0,0.05940520560964534,0.5235078380355662,0.1267728445681087,0.25,False,False,gini,PRON,,es,es
18,T2T,S2T,-1.3964157144171885,0.19,12.0,13.0,-0.09805980038242103,-1.0741965201424446,0.41389572683626535,-0.39,False,False,gini,PRON,,fr,fr
19,T2T,SF2T,1.6539438667810202,0.12,12.0,13.0,0.11502218804522267,-0.4705136123542597,0.418207538971249,0.46,False,False,gini,PRON,,fr,fr
20,T2T,SM2T,0.7074663089947222,0.49,12.0,13.0,0.04958361559493364,-0.14254561027507728,0.2189507932820889,0.2,False,False,gini,PRON,,fr,fr
21,SF2T,SM2T,-0.6084626705684704,0.55,17.0,18.0,-0.008080239231670365,10.10624858031557,4.242178469425702e-07,-0.14,False,True,gini,PRON,,en,en
22,SF2T,SM2T,-0.8176031453302017,0.43,9.0,10.0,-0.03495092481821936,4.769172342929838,1.3330723391372891e-06,-0.26,False,True,gini,PRON,,es,es
23,SF2T,SM2T,-1.192805206786043,0.26,12.0,13.0,-0.065438572450289,0.6383553837905289,0.004433986343967171,-0.33,False,True,gini,PRON,,fr,fr
24,T2T,S2T,4.864502315135048,<0.01,17.0,18.0,0.2284870819555373,-1.0938766497625216,0.1446356585514674,1.15,True,False,top_20_mass,PRON,,en,en
25,T2T,SF2T,-0.8175371220244685,0.42,17.0,18.0,-0.020127516192635822,4.016078341297396,0.00012136506885023349,-0.19,False,True,top_20_mass,PRON,,en,en
26,T2T,SM2T,1.444376304647224,0.17,17.0,18.0,0.13859630559835784,0.9066021079243716,1.516841200016281e-05,0.34,False,True,top_20_mass,PRON,,en,en
27,T2T,S2T,3.2469773160706263,0.01,7.0,8.0,0.2718109771260789,-1.5382767908392456,0.3274195343518971,1.15,False,False,top_20_mass,PRON,,es,es
28,T2T,SF2T,-1.245719515111479,0.25,7.0,8.0,-0.08440594879268878,-0.8017494988797194,0.5189639329023135,-0.44,False,False,top_20_mass,PRON,,es,es
29,T2T,SM2T,-1.4906618293290812,0.18,7.0,8.0,-0.12809465581177598,-0.9270161606543073,0.6027641764259253,-0.53,False,False,top_20_mass,PRON,,es,es
30,T2T,S2T,0.6700465146554861,0.52,12.0,13.0,0.06359389018771197,-0.32660075251584253,0.11561062420258932,0.19,False,False,top_20_mass,PRON,,fr,fr
31,T2T,SF2T,0.2833094939899685,0.78,12.0,13.0,0.020403145446285558,-0.6440389113210903,0.41061119889026276,0.08,False,False,top_20_mass,PRON,,fr,fr
32,T2T,SM2T,-3.0784822028457977,0.01,12.0,13.0,-0.20983636902035707,-1.3046713267411885,0.20649143773286985,-0.85,False,False,top_20_mass,PRON,,fr,fr
33,SF2T,SM2T,1.721418942189589,0.1,17.0,18.0,0.15872382179099367,1.0744916096566426,2.551285305371734e-06,0.41,False,True,top_20_mass,PRON,,en,en
34,SF2T,SM2T,-0.8176031370269661,0.43,9.0,10.0,-0.034950965615269745,4.769172314921853,1.3330724812890852e-06,-0.26,False,True,top_20_mass,PRON,,es,es
35,SF2T,SM2T,-2.1597582431739246,0.05,12.0,13.0,-0.23023951446664256,0.0845211578485916,0.0022240217584099313,-0.6,False,True,top_20_mass,PRON,,fr,fr
36,T2T,S2T,-3.0037692757722962,0.01,17.0,18.0,-0.09400565239290397,1.9276777961939784,0.003698816832923438,-0.71,False,True,max,PRON,,en,en
37,T2T,SF2T,-2.19034388963517,0.04,17.0,18.0,-0.05241765048251384,2.5318644478932875,0.03252701269783269,-0.52,False,True,max,PRON,,en,en
38,T2T,SM2T,-1.4222776582883243,0.17,17.0,18.0,-0.044406245152155556,3.5720375258277883,0.001883029759167249,-0.34,False,True,max,PRON,,en,en
39,T2T,S2T,-2.0257683612970254,0.08,7.0,8.0,-0.08849397301673889,-0.40589378442634505,0.9699376528291307,-0.72,False,False,max,PRON,,es,es
40,T2T,SF2T,-1.9364259134502178,0.09,7.0,8.0,-0.07267666328698397,-0.9253222144618496,0.9856713331604893,-0.68,False,False,max,PRON,,es,es
41,T2T,SM2T,-1.305280356429069,0.23,7.0,8.0,-0.05642539355903864,0.547081490827761,0.24819560022359238,-0.46,False,False,max,PRON,,es,es
42,T2T,S2T,-1.236122019554799,0.24,12.0,13.0,-0.03649356588721275,3.26983992489504,0.008203972414882561,-0.34,False,True,max,PRON,,fr,fr
43,T2T,SF2T,-0.40095400628170264,0.7,12.0,13.0,-0.012392944298111476,3.9330455976281646,0.00199999391932794,-0.11,False,True,max,PRON,,fr,fr
44,T2T,SM2T,-0.23279115800236969,0.82,12.0,13.0,-0.004467006486195784,-0.9960323933104105,0.38426276230518697,-0.06,False,False,max,PRON,,fr,fr
45,SF2T,SM2T,0.21204500199936666,0.83,17.0,18.0,0.00801140533035828,7.501172592578268,4.0238983805121024e-05,0.05,False,True,max,PRON,,en,en
46,SF2T,SM2T,0.9484797440912103,0.37,9.0,10.0,0.017638403922319412,-0.8062820894452636,0.8349709534970168,0.3,False,False,max,PRON,,es,es
47,SF2T,SM2T,0.3486664898373668,0.73,12.0,13.0,0.007925937811915692,2.1117037433256174,0.0490474089196235,0.1,False,True,max,PRON,,fr,fr
48,T2T,S2T,-3.790577402177033,<0.01,17.0,18.0,-0.45434749603769564,-1.8227187079935705,0.0004751590186053902,-0.89,True,True,entropy,PRON,,en,en
49,T2T,SF2T,1.3085524939449764,0.21,17.0,18.0,0.073078788706007,8.087764044164917,4.5830804875654923e-07,0.31,False,True,entropy,PRON,,en,en
50,T2T,SM2T,-0.7803258598548192,0.45,17.0,18.0,-0.0881456676506141,0.8058297286983209,0.00020650797081238855,-0.18,False,True,entropy,PRON,,en,en
51,T2T,S2T,-2.426995718249418,0.05,7.0,8.0,-0.4385569305580811,-1.6818689563128275,0.11594367031786981,-0.86,False,False,entropy,PRON,,es,es
52,T2T,SF2T,1.388396838740056,0.21,7.0,8.0,0.2552209620951008,-1.2885926385240336,0.13763563943042062,0.49,False,False,entropy,PRON,,es,es
53,T2T,SM2T,1.7862473266194612,0.12,7.0,8.0,0.3686693767795865,-1.3432965219370656,0.1481612026927291,0.63,False,False,entropy,PRON,,es,es
54,T2T,S2T,-0.5605562149294303,0.59,12.0,13.0,-0.09613418355535626,-0.9018236844958589,0.8847253594568428,-0.16,False,False,entropy,PRON,,fr,fr
55,T2T,SF2T,0.7349993719661684,0.48,12.0,13.0,0.09111465380887576,-0.04696320900610251,0.044000469950682325,0.2,False,True,entropy,PRON,,fr,fr
56,T2T,SM2T,2.7615752997377947,0.02,12.0,13.0,0.3814018739164106,-1.6318954350044694,0.04113895027540675,0.77,False,True,entropy,PRON,,fr,fr
57,SF2T,SM2T,-1.7597886678700148,0.1,17.0,18.0,-0.16122445635662108,1.1124261249411909,1.6776018319406799e-06,-0.41,False,True,entropy,PRON,,en,en
58,SF2T,SM2T,0.9170831181355151,0.38,9.0,10.0,0.09075873174758851,5.032500109250133,3.4543178238944563e-07,0.29,False,True,entropy,PRON,,es,es
59,SF2T,SM2T,2.0880695060701457,0.06,12.0,13.0,0.2902872201075348,-1.2573307748786058,0.0012373548264421746,0.58,False,True,entropy,PRON,,fr,fr
0,T2T,S2T,-2.0684774408506854,0.08,6.0,7.0,-0.03800842353874551,-1.250897454231606,0.7491390255802797,-0.78,False,False,mean,PUNCT,,en,en
1,T2T,SF2T,-2.444432636697478,0.05,6.0,7.0,-0.05129416431632957,-0.5679147354421628,0.6869540742058171,-0.92,False,False,mean,PUNCT,,en,en
2,T2T,SM2T,-1.1272483162537001,0.3,6.0,7.0,-0.024722682761161456,-1.748451665858177,0.1156684519340103,-0.43,False,False,mean,PUNCT,,en,en
3,T2T,S2T,-2.7250538175272725,0.02,14.0,15.0,-0.034603213168318485,-0.9525013734382419,0.7254679474880366,-0.7,False,False,mean,PUNCT,,es,es
4,T2T,SF2T,-3.192308726723141,0.01,14.0,15.0,-0.04269140362998263,-0.7137464421957911,0.8857505184284836,-0.82,False,False,mean,PUNCT,,es,es
5,T2T,SM2T,-1.531287820619359,0.15,14.0,15.0,-0.026515022706654335,0.5594382475882149,0.5562265030232706,-0.4,False,False,mean,PUNCT,,es,es
6,T2T,S2T,-5.166738015027819,<0.01,5.0,6.0,-0.05516825882821447,-0.08597108573888868,0.2981048282941482,-2.11,False,False,mean,PUNCT,,fr,fr
7,T2T,SF2T,-1.6212532213976807,0.17,5.0,6.0,-0.02451549930911925,-1.588459751497861,0.33140354074413264,-0.66,False,False,mean,PUNCT,,fr,fr
8,T2T,SM2T,-6.607274321104148,<0.01,5.0,6.0,-0.0858210183473097,-1.189728534963987,0.8221664658077616,-2.7,True,False,mean,PUNCT,,fr,fr
9,SF2T,SM2T,0.9740229453238506,0.34,25.0,26.0,0.01013430240802849,-0.7074302502842489,0.9242593687603403,0.19,False,False,mean,PUNCT,,en,en
10,SF2T,SM2T,0.6505588221825714,0.52,25.0,26.0,0.00745293566545185,2.1194266994204565,0.10446238304699886,0.13,False,False,mean,PUNCT,,es,es
11,SF2T,SM2T,-2.358664123265324,0.03,13.0,14.0,-0.0337943267742438,-0.7053214376368633,0.7440078559843284,-0.63,False,False,mean,PUNCT,,fr,fr
12,T2T,S2T,-2.3185927116529177,0.06,6.0,7.0,-0.13763676400713065,-1.2587870751509949,0.7166022868701721,-0.88,False,False,gini,PUNCT,,en,en
13,T2T,SF2T,-1.036734769726839,0.34,6.0,7.0,-0.0876320269814991,-0.354258271517657,0.4846562694988326,-0.39,False,False,gini,PUNCT,,en,en
14,T2T,SM2T,0.4943778419488093,0.64,6.0,7.0,0.030263163107074227,-1.2195578925175206,0.7601328088299705,0.19,False,False,gini,PUNCT,,en,en
15,T2T,S2T,-2.715027996859611,0.02,14.0,15.0,-0.1834891274780706,0.0849096613936835,0.12325625937379511,-0.7,False,False,gini,PUNCT,,es,es
16,T2T,SF2T,-1.0401984602230523,0.32,14.0,15.0,-0.09085121257157154,-1.081643378048349,0.08114702125243192,-0.27,False,False,gini,PUNCT,,es,es
17,T2T,SM2T,-0.19392574913530713,0.85,14.0,15.0,-0.013854002200094728,-0.28922352482744573,0.5207255783305439,-0.05,False,False,gini,PUNCT,,es,es
18,T2T,S2T,0.4190571875577914,0.69,5.0,6.0,0.04550363607989558,-1.0145066879280746,0.9959182355691708,0.17,False,False,gini,PUNCT,,fr,fr
19,T2T,SF2T,1.5869478992156625,0.17,5.0,6.0,0.16994649490353045,-1.496282293353212,0.0036054871816239313,0.65,False,True,gini,PUNCT,,fr,fr
20,T2T,SM2T,2.258957418170848,0.07,5.0,6.0,0.2523983561145489,-1.992976976374661,0.010038928248507217,0.92,False,True,gini,PUNCT,,fr,fr
21,SF2T,SM2T,1.3177464516258977,0.2,25.0,26.0,0.028855941998899147,4.418097635734807,1.0505694855086436e-06,0.26,False,True,gini,PUNCT,,en,en
22,SF2T,SM2T,0.2353437017846149,0.82,25.0,26.0,0.010153892045878996,1.0193127285210606,0.00011606764399243762,0.05,False,True,gini,PUNCT,,es,es
23,SF2T,SM2T,0.3492471357877446,0.73,13.0,14.0,0.014163177846996442,5.678186238556208,1.3991474137224954e-05,0.09,False,True,gini,PUNCT,,fr,fr
24,T2T,S2T,3.102024934846667,0.02,6.0,7.0,0.2708306231118612,-1.2725752370098071,0.686234701718451,1.17,False,False,top_20_mass,PUNCT,,en,en
25,T2T,SF2T,0.8684802712647394,0.42,6.0,7.0,0.09181201186358569,-0.8244305198088759,0.6505245648077642,0.33,False,False,top_20_mass,PUNCT,,en,en
26,T2T,SM2T,1.6453757450152844,0.15,6.0,7.0,0.19018008427957053,-0.6781139160251906,0.36035430120408046,0.62,False,False,top_20_mass,PUNCT,,en,en
27,T2T,S2T,3.4675821501497346,<0.01,14.0,15.0,0.32580171091560167,0.5704394707038842,0.028681116140408313,0.9,False,True,top_20_mass,PUNCT,,es,es
28,T2T,SF2T,0.1515131446632414,0.88,14.0,15.0,0.010701700740472149,0.2962621589204817,0.005715810817213439,0.04,False,True,top_20_mass,PUNCT,,es,es
29,T2T,SM2T,1.5749147176601426,0.14,14.0,15.0,0.15436571031455645,3.725092669569408,0.0006562242534784677,0.41,False,True,top_20_mass,PUNCT,,es,es
30,T2T,S2T,1.1623416658267598,0.3,5.0,6.0,0.2009464462374544,-1.4175692142951402,0.5689245679827217,0.47,False,False,top_20_mass,PUNCT,,fr,fr
31,T2T,SF2T,-0.79949107248405,0.46,5.0,6.0,-0.12033307869214803,-0.7692217099721259,0.4162229800749538,-0.33,False,False,top_20_mass,PUNCT,,fr,fr
32,T2T,SM2T,-0.20721693858450183,0.84,5.0,6.0,-0.03788108886028855,-1.5678177609413029,0.17266034136844066,-0.08,False,False,top_20_mass,PUNCT,,fr,fr
33,SF2T,SM2T,-0.17637933889091972,0.86,25.0,26.0,-0.007792830138562453,13.068097783105525,4.9170657127461634e-08,-0.03,False,True,top_20_mass,PUNCT,,en,en
34,SF2T,SM2T,0.14448980759528623,0.89,25.0,26.0,0.010153859540453617,2.6208288223515037,0.0007239896746720368,0.03,False,True,top_20_mass,PUNCT,,es,es
35,SF2T,SM2T,-0.5905080459271005,0.56,13.0,14.0,-0.0484272977241707,5.444026622071755,2.2974762570408048e-05,-0.16,False,True,top_20_mass,PUNCT,,fr,fr
36,T2T,S2T,-2.957686207542351,0.03,6.0,7.0,-0.08106360118836164,-1.1571786206693018,0.4858568458520594,-1.12,False,False,max,PUNCT,,en,en
37,T2T,SF2T,-2.6956970552775528,0.04,6.0,7.0,-0.074958659841546,-1.3700966442808467,0.6971453498144732,-1.02,False,False,max,PUNCT,,en,en
38,T2T,SM2T,-1.0803394483342974,0.32,6.0,7.0,-0.029138665380222455,-1.697272021055065,0.1485153869593899,-0.41,False,False,max,PUNCT,,en,en
39,T2T,S2T,-3.5055363481060913,<0.01,14.0,15.0,-0.08507236304382483,0.8923305998563027,0.08227706516386041,-0.91,False,False,max,PUNCT,,es,es
40,T2T,SF2T,-2.928661448140315,0.01,14.0,15.0,-0.07281705203155676,1.1972107984174007,0.031738969494379786,-0.76,False,True,max,PUNCT,,es,es
41,T2T,SM2T,-1.7511701106294342,0.1,14.0,15.0,-0.038314638969798885,0.10433056865943868,0.4332510948110602,-0.45,False,False,max,PUNCT,,es,es
42,T2T,S2T,-7.409173459249668,<0.01,5.0,6.0,-0.07291318662464619,-1.3656771124851492,0.7600387760240299,-3.02,True,False,max,PUNCT,,fr,fr
43,T2T,SF2T,-1.046038558724491,0.34,5.0,6.0,-0.02130048054580887,-1.2034286579041453,0.7031719850710578,-0.43,False,False,max,PUNCT,,fr,fr
44,T2T,SM2T,-7.54182445036896,<0.01,5.0,6.0,-0.07207750591138999,-1.285386953524375,0.8419771854789482,-3.08,True,False,max,PUNCT,,fr,fr
45,SF2T,SM2T,1.5850993218630622,0.13,25.0,26.0,0.01750290784268425,-0.8070359565561551,0.8627398992001412,0.31,False,False,max,PUNCT,,en,en
46,SF2T,SM2T,1.0666106178342296,0.3,25.0,26.0,0.014516760845883535,0.9433119288706928,0.13680053075971815,0.21,False,False,max,PUNCT,,es,es
47,SF2T,SM2T,-2.100085016036972,0.06,13.0,14.0,-0.033268982478018315,-1.0111197505707987,0.593216735806992,-0.56,False,False,max,PUNCT,,fr,fr
48,T2T,S2T,-2.39298062665946,0.05,6.0,7.0,-0.37088455891520233,-1.7169182478371732,0.14021642594508976,-0.9,False,False,entropy,PUNCT,,en,en
49,T2T,SF2T,-0.3531797480709456,0.74,6.0,7.0,-0.08112821539771962,-0.3565890589772587,0.4847225605577346,-0.13,False,False,entropy,PUNCT,,en,en
50,T2T,SM2T,-1.179064350401822,0.28,6.0,7.0,-0.30822938345804685,-0.5924424033492919,0.3495446817466786,-0.45,False,False,entropy,PUNCT,,en,en
51,T2T,S2T,-4.1595966918446745,<0.01,14.0,15.0,-0.571036619229401,2.2523891830445875,0.0009358621907192439,-1.07,True,True,entropy,PUNCT,,es,es
52,T2T,SF2T,-1.2718681401114074,0.22,14.0,15.0,-0.16016661253951758,0.5719837754961903,0.0016571569129288312,-0.33,False,True,entropy,PUNCT,,es,es
53,T2T,SM2T,-2.6905977782885,0.02,14.0,15.0,-0.41453237684890704,-0.11553184107765357,0.007496069519147773,-0.69,False,True,entropy,PUNCT,,es,es
54,T2T,S2T,-1.8386824792515621,0.13,5.0,6.0,-0.37781736050665815,-1.2553204920450831,0.8512573972287366,-0.75,False,False,entropy,PUNCT,,fr,fr
55,T2T,SF2T,0.8011485593173013,0.46,5.0,6.0,0.24759113525253998,-0.7578938409249365,0.3940309246890852,0.33,False,False,entropy,PUNCT,,fr,fr
56,T2T,SM2T,0.2164009619642608,0.84,5.0,6.0,0.08091150584482958,-1.574397433967446,0.16172222972788902,0.09,False,False,entropy,PUNCT,,fr,fr
57,SF2T,SM2T,-0.1933580669904031,0.85,25.0,26.0,-0.0112433931853607,6.523552363189172,3.621127080784796e-07,-0.04,False,True,entropy,PUNCT,,en,en
58,SF2T,SM2T,-0.280075498791993,0.78,25.0,26.0,-0.030704431239897537,-0.08256550834207488,0.0010996096630437246,-0.05,False,True,entropy,PUNCT,,es,es
59,SF2T,SM2T,0.1592363393708282,0.88,13.0,14.0,0.016823456918642794,3.7940768537346266,6.343139876324371e-05,0.04,False,True,entropy,PUNCT,,fr,fr
0,T2T,S2T,-0.08602985808242745,0.94,4.0,5.0,-0.001119804847985506,-0.8875800183133071,0.9135626320130775,-0.04,False,False,mean,ADV,,en,en
1,T2T,SF2T,1.5322369887664151,0.2,4.0,5.0,0.017005272302776576,-1.0810559990341866,0.673863475621589,0.69,False,False,mean,ADV,,en,en
2,T2T,SM2T,-1.091297685290038,0.34,4.0,5.0,-0.019244881998747587,-0.2365478679429578,0.1948587374130006,-0.49,False,False,mean,ADV,,en,en
3,T2T,S2T,-0.7984057212196491,0.46,5.0,6.0,-0.023197490812486243,0.6626629303832208,0.02246008458129541,-0.33,False,True,mean,ADV,,es,es
4,T2T,SF2T,-1.0474962084627555,0.34,5.0,6.0,-0.041527980447022446,0.9194261006252371,0.005120933578146071,-0.43,False,True,mean,ADV,,es,es
5,T2T,SM2T,-0.24416291693716372,0.82,5.0,6.0,-0.004867001177950037,-0.26001892772496626,0.5348205913896986,-0.1,False,False,mean,ADV,,es,es
6,T2T,S2T,-1.3008134277921743,0.23,9.0,10.0,-0.01910267642175313,-1.0286003858929877,0.9027146310142219,-0.41,False,False,mean,ADV,,fr,fr
7,T2T,SF2T,-1.0819548456578796,0.31,9.0,10.0,-0.021862245373777112,-1.084561244373563,0.6667694969640621,-0.34,False,False,mean,ADV,,fr,fr
8,T2T,SM2T,-1.1792909477470497,0.27,9.0,10.0,-0.016343107469729147,-0.6962517316971244,0.15460421889919074,-0.37,False,False,mean,ADV,,fr,fr
9,SF2T,SM2T,-2.6256596946271658,0.06,4.0,5.0,-0.03625015430152416,-0.42316179537101206,0.4670056059298243,-1.17,False,False,mean,ADV,,en,en
10,SF2T,SM2T,1.5472546086298313,0.18,5.0,6.0,0.03666097926907241,0.3652565976547537,0.0647801150653901,0.63,False,False,mean,ADV,,es,es
11,SF2T,SM2T,0.30016668591517087,0.77,9.0,10.0,0.005519137904047966,-1.1691157772004956,0.3798282177267664,0.09,False,False,mean,ADV,,fr,fr
12,T2T,S2T,-0.5124874527905252,0.64,4.0,5.0,-0.08329680080596473,-0.5393377346460655,0.6048904646566196,-0.23,False,False,gini,ADV,,en,en
13,T2T,SF2T,1.2847899064506296,0.27,4.0,5.0,0.12439903341329497,-0.06754332814981145,0.009120184742919639,0.57,False,True,gini,ADV,,en,en
14,T2T,SM2T,0.4475761080882948,0.68,4.0,5.0,0.053792513538057696,-0.22961083187539666,0.11092309473507991,0.2,False,False,gini,ADV,,en,en
15,T2T,S2T,-0.13738928249727386,0.9,5.0,6.0,-0.008501254400573838,-0.9681557969712511,0.9360746804307285,-0.06,False,False,gini,ADV,,es,es
16,T2T,SF2T,0.9048525790220301,0.41,5.0,6.0,0.04531791698724135,0.5990666981700477,0.024623274817941,0.37,False,True,gini,ADV,,es,es
17,T2T,SM2T,1.8534342126697236,0.12,5.0,6.0,0.12554412144281318,-1.187227551104187,0.04297278601111918,0.76,False,True,gini,ADV,,es,es
18,T2T,S2T,-1.5444400990026965,0.16,9.0,10.0,-0.11271476262689455,-0.45116173961076544,0.9804693270880379,-0.49,False,False,gini,ADV,,fr,fr
19,T2T,SF2T,2.2089006608770556,0.05,9.0,10.0,0.13066890931983874,-1.1822820953627171,0.45908632253011444,0.7,False,False,gini,ADV,,fr,fr
20,T2T,SM2T,0.9959809154155399,0.35,9.0,10.0,0.05832686925735695,-0.7393793823023698,0.2336207180577135,0.31,False,False,gini,ADV,,fr,fr
21,SF2T,SM2T,-1.0,0.37,4.0,5.0,-0.07060651987523728,0.25,0.00013097817774592886,-0.45,False,True,gini,ADV,,en,en
22,SF2T,SM2T,1.0840324024222874,0.33,5.0,6.0,0.08022620445557184,1.1631969560826727,8.108516385721569e-05,0.44,False,True,gini,ADV,,es,es
23,SF2T,SM2T,-1.62424431360938,0.14,9.0,10.0,-0.07234204006248178,1.5873474209123515,7.610036685825469e-05,-0.51,False,True,gini,ADV,,fr,fr
24,T2T,S2T,2.9483144127926515,0.04,4.0,5.0,0.28870913125703607,-1.6068234946502398,0.18370876279778808,1.32,False,False,top_20_mass,ADV,,en,en
25,T2T,SF2T,1.1488082338004122,0.31,4.0,5.0,0.22440110690689313,0.17331498506594079,0.0015830923922676033,0.51,False,True,top_20_mass,ADV,,en,en
26,T2T,SM2T,-1.0,0.37,4.0,5.0,-0.04620548896174752,0.24999999999999956,0.00013097817774592886,-0.45,False,True,top_20_mass,ADV,,en,en
27,T2T,S2T,2.2427800895288605,0.07,5.0,6.0,0.24285302249538496,0.2707975454155034,0.13953590392863524,0.92,False,False,top_20_mass,ADV,,es,es
28,T2T,SF2T,-1.8543459945966447,0.12,5.0,6.0,-0.18686847102959922,-0.4265058022597401,0.0820110760602784,-0.76,False,False,top_20_mass,ADV,,es,es
29,T2T,SM2T,-0.929258772016657,0.4,5.0,6.0,-0.1066419915413851,-0.029687349394082574,0.1399170057969055,-0.38,False,False,top_20_mass,ADV,,es,es
30,T2T,S2T,0.8739361177276534,0.4,9.0,10.0,0.08727148551943129,-0.9804107523948282,0.5689672283261344,0.28,False,False,top_20_mass,ADV,,fr,fr
31,T2T,SF2T,-0.07184349246815118,0.94,9.0,10.0,-0.006958951042020373,-0.7079527615784458,0.5940933403506945,-0.02,False,False,top_20_mass,ADV,,fr,fr
32,T2T,SM2T,-0.6689483979609119,0.52,9.0,10.0,-0.07893451748981584,1.8018626680281375,0.014397094915797916,-0.21,False,True,top_20_mass,ADV,,fr,fr
33,SF2T,SM2T,-1.389561240139725,0.24,4.0,5.0,-0.27060659586864066,-0.39990379531869413,0.024674867533520536,-0.62,False,True,top_20_mass,ADV,,en,en
34,SF2T,SM2T,1.0840325213196422,0.33,5.0,6.0,0.08022647948821414,1.1631968477380674,8.108531454612398e-05,0.44,False,True,top_20_mass,ADV,,es,es
35,SF2T,SM2T,-0.46262435485728604,0.65,9.0,10.0,-0.07197556644779546,1.376163560380185,0.03085809494390121,-0.15,False,True,top_20_mass,ADV,,fr,fr
36,T2T,S2T,-1.3650464411046768,0.24,4.0,5.0,-0.023333847895264624,-0.39808770534146554,0.3956305287158681,-0.61,False,False,max,ADV,,en,en
37,T2T,SF2T,1.791490333629443,0.15,4.0,5.0,0.022512428648769855,-1.7886420277224953,0.0901178618253629,0.8,False,False,max,ADV,,en,en
38,T2T,SM2T,-1.3650464411046768,0.24,4.0,5.0,-0.023333847895264624,-0.39808770534146554,0.3956305287158681,-0.61,False,False,max,ADV,,en,en
39,T2T,S2T,-0.9680653342849511,0.38,5.0,6.0,-0.03653722442686558,0.8459359244610649,0.008467119026939435,-0.4,False,True,max,ADV,,es,es
40,T2T,SF2T,-0.9628214761644002,0.38,5.0,6.0,-0.03635330187777678,0.8538281064777462,0.008185313404047144,-0.39,False,True,max,ADV,,es,es
41,T2T,SM2T,0.25789557060383295,0.81,5.0,6.0,0.004861765851577123,-0.5905230733283067,0.6367409679092002,0.11,False,False,max,ADV,,es,es
42,T2T,S2T,-1.7963044241442312,0.11,9.0,10.0,-0.03631567601114512,-0.4128443280671843,0.23497431470221652,-0.57,False,False,max,ADV,,fr,fr
43,T2T,SF2T,-0.5432585993108621,0.6,9.0,10.0,-0.012102373503148555,-1.0186179662870345,0.4691668850811726,-0.17,False,False,max,ADV,,fr,fr
44,T2T,SM2T,-0.5302282640507912,0.61,9.0,10.0,-0.011024084128439426,-0.28799972966660503,0.37299376428816544,-0.17,False,False,max,ADV,,fr,fr
45,SF2T,SM2T,-2.9578959824596938,0.04,4.0,5.0,-0.04584627654403448,-1.3812470337011593,0.695905355332548,-1.32,False,False,max,ADV,,en,en
46,SF2T,SM2T,1.8506865663511283,0.12,5.0,6.0,0.041215067729353905,0.5958663342141604,0.0250636543387139,0.76,False,True,max,ADV,,es,es
47,SF2T,SM2T,0.05690844614361161,0.96,9.0,10.0,0.0010782893747091292,-1.363875956931651,0.46467062470507137,0.02,False,False,max,ADV,,fr,fr
48,T2T,S2T,-2.137304438895872,0.1,4.0,5.0,-0.5613290502097709,-1.7731459360882145,0.02207646964615079,-0.96,False,True,entropy,ADV,,en,en
49,T2T,SF2T,-1.189412514358135,0.3,4.0,5.0,-0.23138991174159954,0.12101660795823133,0.0028129354302021603,-0.53,False,True,entropy,ADV,,en,en
50,T2T,SM2T,1.0,0.37,4.0,5.0,0.15595961506549427,0.25000000000000044,0.00013097817774592862,0.45,False,True,entropy,ADV,,en,en
51,T2T,S2T,-2.6027377107387544,0.05,5.0,6.0,-0.4466136972968078,-1.5515160522495242,0.5505053814017935,-1.06,False,False,entropy,ADV,,es,es
52,T2T,SF2T,2.1765726900579416,0.08,5.0,6.0,0.4048369721644434,-1.7586742290996,0.05959719845597699,0.89,False,False,entropy,ADV,,es,es
53,T2T,SM2T,0.9357140739027685,0.39,5.0,6.0,0.20533625036450767,-1.3224032366496756,0.16453141662679435,0.38,False,False,entropy,ADV,,es,es
54,T2T,S2T,-0.8468797565741392,0.42,9.0,10.0,-0.16860630579577252,-0.708663040696496,0.5936437164488085,-0.27,False,False,entropy,ADV,,fr,fr
